id,primary_name,count_current_type,deposits_abstracts_current,abstracts_current_type
78,Elsevier BV,2926010,TRUE,0.004670182261851463
297,Springer Science and Business Media LLC,1518692,TRUE,0.2694134162819057
311,Wiley,815775,TRUE,0.8399742576077963
1968,MDPI AG,669692,TRUE,0.9992653339146951
301,Informa UK Limited,430219,TRUE,5.369358396537577e-4
286,Oxford University Press (OUP),311371,TRUE,0.8595116436662374
263,Institute of Electrical and Electronics Engineers (IEEE),304826,TRUE,0
276,Ovid Technologies (Wolters Kluwer Health),290180,TRUE,0.6064029223240747
179,SAGE Publications,258337,TRUE,0.841551926359755
1965,Frontiers Media SA,229159,TRUE,0.9214170074053387
316,American Chemical Society (ACS),224529,TRUE,0.02795629963167341
9060,Egyptian Knowledge Bank,144294,TRUE,0.00197513410121003
266,IOP Publishing,127290,TRUE,0.986267577971561
292,Royal Society of Chemistry (RSC),123330,TRUE,0.893999837833455
374,Walter de Gruyter GmbH,97973,TRUE,0.7253631102446592
56,Cambridge University Press (CUP),75139,TRUE,0.7598983217769733
30764,Brazilian Journals,69421,TRUE,0.9983434407455957
2273,CAIRN.INFO,68922,TRUE,0.2297234555004208
4945,Hans Publishers,68875,FALSE,0
140,Emerald,65409,TRUE,0.9452368940054121
16,American Physical Society (APS),65338,TRUE,0.3246655851112676
194,Georg Thieme Verlag KG,62779,TRUE,0.381879290845665
340,Public Library of Science (PLoS),62216,TRUE,0.9222225794007972
17914,Publishing House Helvetica (Publications),57776,TRUE,0.5329375519246746
250,EDP Sciences,54943,TRUE,0.9615419616693665
317,AIP Publishing,51577,TRUE,0.9732438877794366
239,BMJ,51367,TRUE,0.7086066930130239
23359,Omniscient Pte Ltd,51017,FALSE,0
530,FapUNIFESP (SciELO),47800,TRUE,0.8300627615062762
19162,Comprehensive Publications,45250,FALSE,0
137,Pleiades Publishing Ltd,43753,TRUE,0.031837816835417
1086,American Association for Cancer Research (AACR),40601,TRUE,0.9741139380803427
4694,Sciencedomain International,39833,TRUE,0.9019908116385911
147,Project MUSE,39621,TRUE,0.3387092703364377
29645,Ukrainian Assembly of Doctors of Science in Public Administration,39487,TRUE,2.532479043735913e-5
378,Inderscience Publishers,38591,FALSE,0
2399,OpenEdition,36140,TRUE,0.563032650802435
14667,Universitas Pahlawan Tuanku Tambusai,33593,TRUE,0.9997023189354926
233,American Society of Clinical Oncology (ASCO),31277,TRUE,0.955622342296256
27665,RSIS International,30101,TRUE,0.9827912693930434
219,World Scientific Pub Co Pte Ltd,29803,TRUE,0.9679897996845955
23064,International Journal for Multidisciplinary Research (IJFMR),27544,TRUE,1
33635,Edtech Publishers (OPC) Private Limited,27245,TRUE,0.8982565608368508
32523,EWA Publishing,27094,TRUE,1
285,Optica Publishing Group,25621,TRUE,0.9681120955466219
965,Bentham Science Publishers Ltd.,25546,TRUE,0.992758161747436
13,American Geophysical Union (AGU),23554,TRUE,0.9993207098581982
15,American Psychological Association (APA),22786,FALSE,0
32412,Darcy & Roy Press Co. Ltd.,21972,TRUE,1
2751,"Scientific Research Publishing, Inc.",21612,TRUE,0
10,American Medical Association (AMA),21514,TRUE,0.6198289485916147
234,American Society of Hematology,21329,TRUE,0.9029959210464626
320,Association for Computing Machinery (ACM),20607,TRUE,0.9654001067598389
265,Institution of Engineering and Technology (IET),20604,TRUE,0.4283148903125607
12033,GSC Online Press,20253,TRUE,0.9997531229941243
221,American Association for the Advancement of Science (AAAS),19767,TRUE,0.8751960337936966
77,The Electrochemical Society,19349,TRUE,0.9963305597188485
11853,Universitas Mataram,19081,TRUE,0.9959645720874168
8611,AME Publishing Company,18897,FALSE,0
30593,Science Research Society,18558,TRUE,0.8035887487875849
9531,AkiNik Publications,18391,FALSE,0
235,American Society for Microbiology,18170,TRUE,0.9506879471656577
2208,American Astronomical Society,17639,TRUE,0.9825386926696525
3433,Academy of Management,17630,TRUE,5.672149744753261e-5
2895,African Journals Online (AJOL),17562,TRUE,0.9907185969707323
3145,Copernicus GmbH,17295,TRUE,1
39909,Asosiasi Riset Ilmu Manajemen dan Bisnis Indonesia,17150,TRUE,1
34520,Politeknik Pratama Purwokerto,16574,TRUE,1
28402,VDI Verlag GmbH,16350,TRUE,0.6134556574923546
1670,Nepal Journals Online (JOL),16106,TRUE,0.999379113373898
1010,JMIR Publications Inc.,15770,TRUE,0.9294863665187064
127,S. Karger AG,15008,TRUE,0.8426839019189765
50446,Revista ft Ltda,14931,TRUE,0.7699417319670484
9476,International Journal for Research in Applied Science and Engineering Technology (IJRASET),14701,TRUE,0.987823957553908
200,University of Chicago Press,14283,FALSE,0
49724,Singapore Juzhi Journal Publishing PTE. Ltd.,13836,TRUE,0.001228678808904308
3821,Nomos Verlag,13695,TRUE,0.3910916392844104
36514,IJ Research Organization,13476,TRUE,4.452359750667854e-4
9382,Association for the Advancement of Artificial Intelligence (AAAI),13346,TRUE,1
10897,Dr. Yashwant Research Labs Pvt. Ltd.,13281,TRUE,0.9999247044650252
5130,Mark Allen Group,13268,TRUE,0.71593307205306
30,American Society of Civil Engineers (ASCE),13158,TRUE,0.03693570451436389
2060,Baishideng Publishing Group Inc.,13129,TRUE,0.8969456927412598
10894,Scientific Scholar,13125,TRUE,0.6988190476190476
31492,Green Publication,12903,TRUE,0.1679454390451833
2321,American Institute of Mathematical Sciences (AIMS),12850,TRUE,0.2607782101167315
26763,Everant Journals,12681,TRUE,0.9999211418657835
22926,The publishing house - SCIENTIFIC LIBRARY,12597,TRUE,0.9999206160196872
34671,Seven Events,12414,TRUE,0.9999194457870147
22072,SASPR Edu International Pvt. Ltd,12367,TRUE,0.9991105361041481
29424,"Revista Ibero-Americana de Humanidades, Ciencias e Educacao",12270,TRUE,1
2581,Medknow,12038,TRUE,0.8187406545937863
24,American Physiological Society,11935,TRUE,0.9169669040636783
7570,Medip Academy,11421,TRUE,1
8810,International Journal of Science and Research,11410,FALSE,0
25102,Yayasan Dharma Indonesia Tercinta (Dinasti),11344,TRUE,1
341,National Academy of Sciences,11299,TRUE,0.8462695813788831
30611,Wurttembergische Landesbibliothek,11224,TRUE,0.6223271560940841
2026,China Science Publishing & Media Ltd.,11132,TRUE,0.001886453467481135
2560,F1000 Research Ltd,11102,TRUE,0.9996397045577373
170,Royal College of Psychiatrists,10924,TRUE,0.9320761625778103
32237,National Academy of Sciences of Ukraine (Co. LTD Ukrinformnauka) (Publications),10906,TRUE,0.7798459563543004
23876,International Journal of Innovative Science and Research Technology,10892,TRUE,1
7770,Knowledge E DMCC,10859,TRUE,0.9996316419559812
23730,The USA Journals,10801,TRUE,1
4802,Verlag Dr. Otto Schmidt,10515,TRUE,0.09481692819781265
17807,Tech Science Press,10324,TRUE,0.01675707090275087
416,Bioscientifica,10279,TRUE,0.1936958848136978
23803,Asociacion Latinoamericana para el Avance de la Ciencia,9996,TRUE,1
11138,Tsinghua University Press,9794,TRUE,0.2115580967939555
2258,Pensoft Publishers,9771,TRUE,0.9964179715484597
4858,Institute of Advanced Engineering and Science,9720,TRUE,1
