id,primary_name,count_current_type,deposits_abstracts_current,abstracts_current_type
297,Springer Science and Business Media LLC,661378,TRUE,0.0078971479088068
301,Informa UK Limited,392297,TRUE,4.2059971019625664e-4
1121,JSTOR,249260,FALSE,0
374,Walter de Gruyter GmbH,194360,TRUE,0
78,Elsevier BV,114111,TRUE,0
286,Oxford University Press (OUP),53772,TRUE,0.9375883340835571
408,University of California Press,53367,TRUE,4.684542946051806e-4
56,Cambridge University Press (CUP),52566,TRUE,0
9818,Atena Editora,36363,FALSE,0
3821,Nomos Verlag,34097,TRUE,0
2984,Bloomsbury Academic,32570,TRUE,0
2432,IGI Global,31098,TRUE,0.9978776574134827
4434,Cornell University Press,30559,TRUE,0.0741843655705452
50,Brill,28977,TRUE,0
250,EDP Sciences,22573,TRUE,0
20809,Rutgers University Press,21056,FALSE,0
5471,Transcript Verlag,18313,TRUE,0
7834,United Nations Publications,15182,FALSE,0
219,World Scientific Pub Co Pte Lt,14610,TRUE,0
194,Georg Thieme Verlag KG,14530,TRUE,0.001582931843586266
6055,Verlag C.H.Beck oHG,13845,TRUE,0
3774,IntechOpen,13118,TRUE,0.32382985949516296
2918,Edward Elgar Publishing,12500,TRUE,0
140,Emerald,11125,TRUE,0
2399,OpenEdition,10972,TRUE,0
1963,Organisation for Economic Co-Operation and Development  (OECD),10700,FALSE,0
5267,"Vandenhoeck & Ruprecht GmbH & Co, KG",10455,FALSE,0
281,MIT Press - Journals,7176,TRUE,0
793,Springer Publishing Company,7052,TRUE,0
16089,Brill Deutschland GmbH,6967,TRUE,0
4359,Columbia University Press,6932,FALSE,0
311,Wiley,6803,TRUE,0
73,Duke University Press,5884,TRUE,0
4498,Boehlau Verlag Ges.m.b.H. & Co. KG,5436,FALSE,0
21860,Editora Poisson,5000,FALSE,0
2273,CAIRN,4972,FALSE,0
1697,Carl Hanser Verlag,4589,FALSE,0
179,SAGE Publications,4515,TRUE,0
4802,Verlag Dr. Otto Schmidt,4482,FALSE,0
2652,Harvard University Press,3916,FALSE,0
3673,University of Illinois Press,3853,TRUE,0.2538281977176666
3779,University of Minnesota Press,3810,FALSE,0
5668,Pegem Akademi Yayincilik Egitim Danismanlik Hizmetleri,3750,TRUE,0
23658,Editora Conhecimento Livre,3497,FALSE,0
7597,Brepols Publishers NV,3209,TRUE,0
1757,John Benjamins Publishing Company,3141,TRUE,0
12270,Psychosozial Verlag,3071,TRUE,0
19460,Haufe-Lexware GmbH and Co. KG,2976,TRUE,0
24862,Editora Cientifica Digital,2937,FALSE,0
5465,Penguin Random House Verlagsgruppe GmbH,2825,TRUE,0
266,IOP Publishing,2637,FALSE,0
4759,University of Pennsylvania Press,2585,FALSE,0
292,Royal Society of Chemistry (RSC),2368,TRUE,0
242,CABI Publishing,2275,TRUE,0.21406593918800354
265,Institution of Engineering and Technology (IET),2179,FALSE,0
965,Bentham Science Publishers Ltd.,2133,TRUE,0.012189405038952827
3287,The Pennsylvania State University Press,2116,FALSE,0
165,Bristol University Press,2070,TRUE,1
10341,Princeton University Press,2067,TRUE,0.9883889555931091
12323,World Trade Organization,2035,FALSE,0
16987,Vervuert Verlag oHG,1921,FALSE,0
6036,RWS Verlag GmbH,1897,TRUE,0
11875,Even3,1884,TRUE,0
1931,Edinburgh University Press,1869,TRUE,0.9973247647285461
5556,Michigan State University Press,1834,FALSE,0
28402,VDI Verlag GmbH,1825,TRUE,0
9289,"Channel View Publications, Ltd.",1785,TRUE,0
16894,Gorgias Press LLC,1782,TRUE,0
15,American Psychological Association (APA),1765,FALSE,0
16537,Pimenta Cultural,1611,TRUE,0.00310366228222847
2165,Liverpool University Press,1589,TRUE,1
3910,University Press of Colorado,1523,FALSE,0
11982,Publishing House Baltija Publishing,1480,TRUE,0.11081080883741379
14,American Mathematical Society (AMS),1447,TRUE,0
14553,ASM International,1446,TRUE,0.01383125875145197
4211,University of Warsaw,1443,TRUE,0.01940402016043663
351,Society for Industrial & Applied Mathematics (SIAM),1379,FALSE,0
9495,British Small Animal Veterinary Association,1342,FALSE,0
3180,Amsterdam University Press,1320,TRUE,0.9303030371665955
3102,University of North Carolina Press (publisher),1222,TRUE,1
21873,Liha-Pres,1202,FALSE,0
4694,Sciencedomain International,1181,TRUE,0
530,FapUNIFESP (SciELO),1177,TRUE,0
189,SPIE-Intl Soc Optical Eng,1166,FALSE,0
12144,Edizioni Ca Foscari,1161,TRUE,0.650301456451416
4923,Open Book Publishers,1132,TRUE,0.10512367635965347
316,American Chemical Society (ACS),1117,TRUE,0
22549,Fundacao Fenix,1093,TRUE,0
20417,Stricto Sensu Editora,1064,FALSE,0
9752,ANU Press,1063,FALSE,0
30764,South Florida Publishing LLC,1018,TRUE,9.823183063417673e-4
112,ISEAS - Yusof Ishak Institute,1005,FALSE,0
7437,IOS Press,1004,TRUE,0.9631474018096924
7806,"Faculty of Philology, University of Belgrade",981,FALSE,0
558,World Bank,970,FALSE,0
3104,"Editora Edgard Blucher, Ltda.",942,TRUE,0.01592356711626053
8249,Federal Center of Theoretical and Applied Sociology of the Russian Academy of Sciences (FCTAS RAS),924,TRUE,0.025974025949835777
21213,Brazilian Journal - Publicacoes e Editora,907,TRUE,0.0011025358689948916
7832,NYU Press,887,TRUE,1
3749,University Press of Florida,882,TRUE,1
26354,Rfb Editora,879,FALSE,0
127,S. Karger AG,878,TRUE,0
3380,Fordham University Press,876,TRUE,1
11924,Navegando Publicacoes,862,TRUE,0
3827,University Press of Kentucky,858,TRUE,1
5164,Yale University Press,843,TRUE,0.9667853116989136
20913,MARES EDITORES,826,TRUE,0
8434,Wits University,805,FALSE,0
4815,DETAIL Business Information GmbH,796,FALSE,0
5425,University Press of Mississippi,794,TRUE,1
27242,Amplamente Cursos e Formacao Continuada,773,FALSE,0
8180,Burleigh Dodds Science Publishing Limited,755,TRUE,0.13377483189105988
8044,Uniwersytet Lodzki (University of Lodz),718,TRUE,0.06685236841440201
26411,ICSP - New Science,650,FALSE,0
945,IWA Publishing,607,TRUE,0.03624382242560387
894,American Society of Health-System Pharmacists,582,TRUE,0
16235,Institute of Slavic Studies of the Russian Academy of Sciences,574,TRUE,0.3013937175273895
5084,Ksiegarnia Akademicka Sp. z.o.o.,567,TRUE,0
23502,Vide Leaf,539,FALSE,0
81,European Respiratory Society (ERS),524,TRUE,0
10443,Editora CRV,522,FALSE,0
23781,Editora Artemis,499,TRUE,0
26693,Editora Omnis Scientia,488,FALSE,0
21822,Firenze University Press,465,TRUE,0.8666666746139526
24095,WTM-Verlag,465,TRUE,0.7311828136444092
23,American Pharmacists Association,463,FALSE,0
25683,Pantanal Editora,463,TRUE,0
22151,Faculdade de Filosofia e Ciências,461,TRUE,0
28327,Arco Editores,443,TRUE,0.21896162629127502
9951,Cappelen Damm AS - Cappelen Damm Akademisk,439,TRUE,0.858769953250885
30336,Sun Media Bloemfontein Pty Ltd,429,TRUE,0
2580,AOSIS,425,TRUE,0
735,Thomas Telford Ltd.,420,FALSE,0
844,American Public Health Association,419,TRUE,0
5722,Research-Publishing.net,418,TRUE,0.739234447479248
7550,Universidad Castilla la Mancha,415,TRUE,0
33,ASME International,394,TRUE,0.07868020236492157
28627,Uniedusul Editora,390,FALSE,0
381,ASTM International,386,TRUE,0
27115,Editora e-Publicar,375,TRUE,0.0026666666381061077
28043,Editora Dialetica,372,TRUE,0
317,AIP Publishing,370,FALSE,0
1378,DAAAM International,365,TRUE,0
18453,Geotar-Media Publishing Group,365,FALSE,0
7604,Scandinavian University Press / Universitetsforlaget AS,355,FALSE,0
17931,MWV Medizinisch Wissenschaftliche Verlagsgesellschaft mbH and Co. KG,350,TRUE,0.0028571428265422583
25667,Editions des archives contemporaines,348,TRUE,0.6954023241996765
9191,"Materials Research Forum, LLC",345,TRUE,0.3275362253189087
9634,University of Latvia,339,TRUE,0.22418878972530365
9208,"Universidade do Porto, Faculdade de Letras",323,TRUE,0.5882353186607361
27946,Universidad de los Andes - Ediciones Uniandes,304,TRUE,0
257,Geological Society of America,292,TRUE,0.2773972749710083
235,American Society for Microbiology,292,TRUE,0
16667,Buryat Scientific Center SB RAS,284,FALSE,0
9236,Caister Academic Press,281,FALSE,0
3895,British Academy,275,TRUE,1
14567,Island Press,266,FALSE,0
10140,Narr Francke Attempto Verlag GmbH + Co. KG,260,TRUE,0
1928,Practical Action Publishing,257,TRUE,0
11033,University of Primorska Press,256,TRUE,0
200,University of Chicago Press,254,FALSE,0
22561,Editora Itacaiunas,250,FALSE,0
16852,International Journal Education and Teaching,249,TRUE,0.41767069697380066
3798,Hong Kong University Press,242,TRUE,1
460,American Fisheries Society,235,TRUE,0.4723404347896576
4811,Stanford University Press,232,TRUE,0.9655172228813171
6464,Pontifical University of John Paul II in Krakow,219,TRUE,0.21461187303066254
27363,AYA Editora,218,TRUE,0
22117,Ludomedia Unipessoal Lda,218,FALSE,0
4512,Russell Sage Foundation,211,FALSE,0
10001,"Goodfellow Publishers, Ltd.",206,TRUE,1
16438,Publishing House Sreda,205,TRUE,0.5756097435951233
26833,Alianza de Investigadores Internacionales SAS,204,TRUE,0.6617646813392639
9354,Corporacion Universitaria del Caribe - CECAR,202,TRUE,0.05445544421672821
23835,The WAC Clearinghouse,200,FALSE,0
4545,Bridget Williams Books,195,FALSE,0
4618,CEU Educational-Service Non-profit LLC,195,FALSE,0
5302,Harrassowitz Publishing House,194,FALSE,0
230,American Psychiatric Association Publishing,193,FALSE,0
7875,Fundacao Educacional de Criciuma- FUCRI,193,TRUE,0
25375,International Science Group,192,TRUE,0
8053,University of Maribor,191,TRUE,0.35078534483909607
9621,PubPub,187,FALSE,0
3948,GN1 Genesis Network,186,FALSE,0
27023,Deutscher Arzteverlag GmbH,184,TRUE,0
8859,Wageningen Academic Publishers,182,TRUE,0
6950,"Faculty of Humanities and Social Sciences, University of Zagreb",177,TRUE,0
12297,GITO mbH Verlag,173,TRUE,0
27203,"Charak Samhita Research, Training and Skill Development Centre",172,FALSE,0
26840,V & V Editora,168,TRUE,0
21771,Santiago de Cali University,164,TRUE,0.9756097793579102
7352,Universidade da Coruna,163,TRUE,0
24499,The Nelson-Atkins Museum of Art,158,TRUE,0
20793,ECORFAN,158,TRUE,0
29384,Editora Amplla,157,TRUE,0.2675159275531769
9290,Escuela Militar de Cadetes Jose Maria Cordova,155,TRUE,0.025806451216340065
19989,Universidade Estadual de Alagoas,149,TRUE,0
2673,European Mathematical Society - EMS - Publishing House GmbH,145,FALSE,0
3285,"Ubiquity Press, Ltd.",143,TRUE,0
23908,University Bordeaux Montaigne,143,TRUE,0
7673,BIBLIO-GLOBUS Publishing House,142,TRUE,0
320,Association for Computing Machinery (ACM),140,TRUE,0
2363,The Research Center of the Slovenian Academy of Sciences and Arts / Znanstvenoraziskovalni center Slovenske akademije znanosti in umetnosti (ZRC SAZU),140,TRUE,0
21497,The International Federation for Structural Concrete,138,FALSE,0
186,Society of Exploration Geophysicists,136,TRUE,0
26887,Editora In Vivo,136,FALSE,0
21812,European Scientific Platform,128,TRUE,0.7109375
27169,European Scientific Platform Publishing,128,TRUE,0.7109375
2914,Jaypee Brothers Medical Publishing,125,TRUE,0
14882,New Delhi Publishers,121,TRUE,0.024793388321995735
5067,Editorial Universidad de Sevilla,118,TRUE,0
28869,University of Ljubljana,117,TRUE,0
