id,primary_name,count_current_type,deposits_abstracts_current,abstracts_current_type
78,Elsevier BV,1851152,TRUE,2.8090615160181187e-5
297,Springer Science and Business Media LLC,852337,TRUE,2.792322775349021e-4
311,Wiley,602942,TRUE,3.0019471887499094e-4
301,Informa UK Limited,352142,TRUE,3.265728009864688e-4
1968,MDPI AG,228334,TRUE,0.867050051689148
286,Oxford University Press (OUP),191913,TRUE,0.3826890289783478
276,Ovid Technologies (Wolters Kluwer Health),191289,TRUE,0.015892183408141136
266,IOP Publishing,180925,FALSE,0
263,Institute of Electrical and Electronics Engineers (IEEE),173752,TRUE,0
179,SAGE Publications,165431,TRUE,0.38470420241355896
316,American Chemical Society (ACS),145530,TRUE,0
292,Royal Society of Chemistry (RSC),99697,TRUE,0.8894751071929932
56,Cambridge University Press (CUP),78100,TRUE,0.6059154868125916
1965,Frontiers Media SA,77140,FALSE,0
374,Walter de Gruyter GmbH,65742,TRUE,0.7297161817550659
194,Georg Thieme Verlag KG,53785,TRUE,0.49828019738197327
137,Pleiades Publishing Ltd,51975,TRUE,0.0025012025143951178
340,Public Library of Science (PLoS),48514,FALSE,0
16,American Physical Society (APS),48414,FALSE,0
98,Hindawi Limited,47776,TRUE,0.9659452438354492
239,BMJ,47644,TRUE,0.5573419332504272
250,EDP Sciences,45223,TRUE,0.9654379487037659
2581,Medknow,43791,FALSE,0
140,Emerald,41822,TRUE,0.47479796409606934
530,FapUNIFESP (SciELO),40968,TRUE,0.6666178703308105
16470,Case Journals,38102,FALSE,0
378,Inderscience Publishers,36213,FALSE,0
317,AIP Publishing,33402,FALSE,0
147,Project Muse,32691,FALSE,0
9060,Egypts Presidential Specialized Council for Education and Scientific Research,29308,FALSE,0
2273,CAIRN,29185,FALSE,0
21590,Blue Eyes Intelligence Engineering and Sciences Engineering and Sciences Publication - BEIESP,26208,TRUE,0.999656617641449
965,Bentham Science Publishers Ltd.,24032,TRUE,0.5788947939872742
4035,Diva Enterprises Private Limited,23645,FALSE,0
219,World Scientific Pub Co Pte Lt,23236,TRUE,0.9369943141937256
278,Mary Ann Liebert Inc,22918,FALSE,0
285,The Optical Society,22107,FALSE,0
233,American Society of Clinical Oncology (ASCO),20835,TRUE,0.6937844753265381
2751,"Scientific Research Publishing, Inc.",18524,FALSE,0
13,American Geophysical Union (AGU),18376,TRUE,0.10252503305673599
265,Institution of Engineering and Technology (IET),18207,FALSE,0
8611,AME Publishing Company,17825,FALSE,0
15,American Psychological Association (APA),17547,FALSE,0
895,Dove Medical Press Ltd.,17378,FALSE,0
10,American Medical Association (AMA),16959,FALSE,0
127,S. Karger AG,16958,FALSE,0
77,The Electrochemical Society,16879,TRUE,0
221,American Association for the Advancement of Science (AAAS),16323,TRUE,0.3394596576690674
2399,OpenEdition,16247,FALSE,0
124,Japan Society of Mechanical Engineers,16098,FALSE,0
234,American Society of Hematology,15297,TRUE,0.9313591122627258
50,Brill,14984,TRUE,0.5703417062759399
235,American Society for Microbiology,14555,TRUE,0.8778426647186279
3145,Copernicus GmbH,14245,TRUE,0.9928395748138428
2249,Spandidos Publications,13952,TRUE,6.450688233599067e-4
7437,IOS Press,13897,FALSE,0
7570,Medip Academy,13667,TRUE,0.9999268054962158
4694,Sciencedomain International,12836,TRUE,0.5939545035362244
17,American Scientific Publishers,12667,TRUE,0.19538959860801697
2674,OMICS Publishing Group,12626,FALSE,0
2457,"Trans Tech Publications, Ltd.",12281,TRUE,0.9996743202209473
17106,The Russian Academy of Sciences,12189,TRUE,0.16949708759784698
200,University of Chicago Press,12154,FALSE,0
5130,Mark Allen Group,11955,TRUE,0.2859891355037689
4945,Hans Publishers,11834,FALSE,0
2208,American Astronomical Society,11222,FALSE,0
8426,Excellent Publishers,10843,FALSE,0
30,American Society of Civil Engineers (ASCE),10353,FALSE,0
5023,DEStech Publications,9931,FALSE,0
320,Association for Computing Machinery (ACM),9787,FALSE,0
416,Bioscientifica,9511,TRUE,0.25223425030708313
341,Proceedings of the National Academy of Sciences,9409,TRUE,0.8251674175262451
86,FASEB,8950,FALSE,0
3433,Academy of Management,8824,FALSE,0
33,ASME International,8819,TRUE,0.9701780080795288
5427,American College of Gastroenterology,8679,FALSE,0
2099,Shanghai Institute of Optics and Fine Mechanics,8638,FALSE,0
3486,Canadian Center of Science and Education,8374,TRUE,0.9998806118965149
4913,Magnolia Press,8358,TRUE,0.9916247725486755
11780,ASOS Yayinevi,8108,FALSE,0
3407,ScopeMed Publishing,8065,TRUE,0.02070675790309906
175,The Royal Society,7592,TRUE,0.10748156160116196
6225,National Academy of Sciences of Ukraine (Co. LTD Ukrinformnauka),7488,TRUE,0.0590277761220932
1167,American Diabetes Association,7479,TRUE,0
2516,SciELO Agencia Nacional de Investigacion y Desarrollo (ANID),7476,FALSE,0
4194,Consortium Erudit,7466,TRUE,0.44789713621139526
1627,Allerton Press,7407,FALSE,0
5545,Science Publishing Corporation,7391,TRUE,0.9997293949127197
80,The Endocrine Society,7377,TRUE,0.47932764887809753
9476,International Journal for Research in Applied Science and Engineering Technology (IJRASET),7342,FALSE,0
3964,Centre for Evaluation in Education and Science (CEON/CEES),7304,TRUE,0.036829136312007904
1078,National Library of Serbia,7237,FALSE,0
7770,Knowledge E,7206,TRUE,0.6294754147529602
3979,"EMH Swiss Medical Publishers, Ltd.",7198,FALSE,0
2895,African Journals Online (AJOL),7000,FALSE,0
4802,Verlag Dr. Otto Schmidt,6904,FALSE,0
1086,American Association for Cancer Research (AACR),6738,FALSE,0
